run_id,timestamp,scheme,variant,status,model,layers,heads,hidden_size,seq_len,batch_size,lut_input_bits,lut_output_bits,lut_size,network,host,gpu_p0,gpu_p0_name,gpu_p0_util_pct,gpu_p0_free_mib,gpu_p1,gpu_p1_name,gpu_p1_util_pct,gpu_p1_free_mib,cpu_threads,pool_gib,repetitions,timing_valid,correctness,dealer_p0_ms,dealer_p1_ms,dealer_max_ms,key_bytes,online_p0_ms,online_p1_ms,online_max_ms,total_comm_bytes,comm_time_max_ms,transfer_time_max_ms,mha_time_max_ms,matmul_time_max_ms,truncate_time_max_ms,gelu_time_max_ms,softmax_time_max_ms,layernorm_time_max_ms,gelu_comm_bytes,softmax_comm_bytes,layernorm_comm_bytes,lookup_total_ms,lookup_comm_bytes,lut_setup_ms,lut_query_ms,lut_answer_ms,lut_decode_ms,git_commit,notes
20260717T142224-sigma-baseline,2026-07-17T14:22:24+08:00,SIGMA,baseline-zero,success,bert-tiny,2,2,128,128,,,,,local,19228fb342fd,7,NVIDIA A100-SXM4-80GB,0,,2,NVIDIA A100-SXM4-80GB,94,,4,0,1,no,zero-smoke-test,486.191,1904.196,1904.196,350064640,2218.946,2222.212,2222.212,21675034,2000.928,639.783,1062.941,88.657,215.223,207.078,506.397,656.714,3473408,5807744,2514328,,,,,,,f24bf3e,Imported from the first successful local launcher run; zero input and zero weights; shared A100 server.
