run_id,status,model,lookup_queries,lookup_dimensions,lookup_values_checked,lookup_mismatches,fable_wall_ms,fable_p0_sent_bytes,fable_p1_sent_bytes,share_to_mask_bytes_sent_per_party,sigma_layers,sigma_sequence_count,sigma_key_bytes_per_party_batch,sigma_online_us_p0_batch,sigma_online_us_p1_batch,sigma_comm_bytes_per_party_batch,party_outputs_identical_all_sequences,zero_mask_oracle_identical_sequence0,output_sha256_sequence0,timing_reliable,notes
20260718T084846-fable-xlmr-c0-n24,pass,FacebookAI/xlm-roberta-base,512,768,393216,0,738922,178699814952,12812727388,3145736,1,4,6028214272,5376038,5393042,354130232,true,true,6b22775a4f2b48e46c309e725d53975bdcf75f29253e30b3b77ddca3dd5d6422,false,"FABLE uses 24 sequential 512-bit chunks; SIGMA timing invalid because A100-2 utilization was 99%; word embeddings feed encoder directly without XLM-R position embeddings or embedding LayerNorm"
