run_id,timestamp,scheme,status,model,model_revision,vocab_size,hidden_size,sequence_batch_size,sequence_length,lookup_queries,unique_token_ids,padding_queries,query_seed,fable_input_bits,embedding_element_bits,fixed_point_scale,sigma_bitwidth,fixed_min,fixed_max,max_abs_quantization_error,int16_overflow,additive_share_check,sigma_mask_check,notes
20260717T213503-plaintext-bridge,2026-07-17T21:35:03+08:00,xlmr-plaintext-lookup-sigma-bridge,success,FacebookAI/xlm-roberta-base,e73636d4f797dec63c3081bb6ed5c7b0bb3f2089,250002,768,4,128,512,512,0,12345,20,16,12,50,-2528,2612,0.0001220703125,no,pass,pass,FABLE-author random-token workload on glibc 2.35; functional interface validation only; plaintext lookup and deterministic non-cryptographic shares; no SIGMA GPU timing yet.
